id,femaDeclarationString,disasterNumber,state,declarationType,declarationTypeLabel,declarationDate,declarationYear,declarationMonth,declarationMonthName,declarationQuarter,declarationMonthYear,fyDeclared,incidentType,declarationTitle,designatedArea,region,femaRegion,incidentBeginDate,incidentEndDate,disasterCloseoutDate,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,declarationRequestNumber,lastIAFilingDate,incidentId,designatedIncidentTypes,lastRefresh
2d255cd2-9de1-45ff-8df1-3fdd280aedc3,EM-3633-KY,3633,KY,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Fleming (County),4,Region 4,2026-01-23,2026-01-27,,0,0,1,0,0,21,69,99069,26007,,2026012101,"5,W",2026-05-26 13:01:26.410
09062e8a-4825-45b8-a540-ff176e8ade3b,EM-3638-LA,3638,LA,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Allen (Parish),6,Region 6,2026-01-23,2026-01-27,,0,0,1,0,0,22,3,99003,26011,,2026012301,5,2026-02-20 16:21:15.865
001cde67-9305-41a9-a280-6f745833c990,EM-3636-AR,3636,AR,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Prairie (County),6,Region 6,2026-01-23,2026-01-27,,0,0,1,0,0,5,117,99117,26012,,2026012401,5,2026-02-20 16:41:19.899
cc9ecd26-a393-495b-9a68-c82ec9e22391,EM-3640-MS,3640,MS,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Tippah (County),4,Region 4,2026-01-23,2026-01-27,,0,0,1,0,0,28,139,99139,26014,,2026012101,"5,W",2026-02-20 16:41:19.899
cdd06a6b-a770-4d17-ad4a-377a8e4fe6ad,EM-3635-TN,3635,TN,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Tipton (County),4,Region 4,2026-01-22,2026-01-27,,0,0,1,0,0,47,167,99167,26009,,2026012101,"5,W",2026-02-20 17:01:18.399
62b975d3-d697-454c-93b3-ec379d318086,EM-3642-GA,3642,GA,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Oconee (County),4,Region 4,2026-01-22,2026-01-27,2026-05-14,0,0,1,0,0,13,219,99219,26015,,2026012101,W,2026-05-14 18:41:25.408
ef8451c4-476a-48e3-be19-60e4529ea484,EM-3642-GA,3642,GA,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Dawson (County),4,Region 4,2026-01-22,2026-01-27,2026-05-14,0,0,1,0,0,13,85,99085,26015,,2026012101,W,2026-05-14 18:41:25.408
76942014-b2ca-4a02-b4ec-953dbd662f6d,EM-3640-MS,3640,MS,EM,Emergency,2026-01-24,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Clarke (County),4,Region 4,2026-01-23,2026-01-27,,0,0,1,0,0,28,23,99023,26014,,2026012101,"5,W",2026-02-20 16:41:19.899
09488dc0-1a2c-46c7-978f-8ce7d4812297,EM-3632-SC,3632,SC,EM,Emergency,2026-01-23,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Williamsburg (County),4,Region 4,2026-01-21,2026-01-27,,0,0,1,0,0,45,89,99089,26006,,2026012101,"5,W",2026-02-20 16:21:15.865
465887cb-3882-4e41-a7c5-7ab110280d6c,EM-3631-VA,3631,VA,EM,Emergency,2026-01-23,2026,1,January,1,2026-01,2026,Winter Storm,SEVERE WINTER STORM,Isle Of Wight (County),3,Region 3,2026-01-22,2026-01-27,,0,0,1,0,0,51,93,99093,26005,,2026012101,"5,W",2026-03-09 20:41:23.336
3cd164ef-7670-4c2c-80b8-7790c28e34c3,EM-3629-WA,3629,WA,EM,Emergency,2025-12-12,2025,12,December,4,2025-12,2026,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",Mason (County),10,Region 10,2025-12-09,2025-12-19,,0,0,1,0,0,53,45,99045,25137,,2025121001,"2,M,W,F",2026-05-28 19:41:17.689
0b8ec43a-88f8-4cf3-afd6-7e0ca71f28f7,DR-4888-ND,4888,ND,DR,Major Disaster,2025-09-11,2025,9,September,3,2025-09,2025,Severe Storm,"SEVERE STORM, TORNADOES, AND STRAIGHT-LINE WINDS",Foster (County),8,Region 8,2025-06-20,2025-06-21,,0,0,1,0,0,38,31,99031,25101,,2025062403,"2,W,T",2025-09-12 01:41:15.477
87feaca0-ca13-4e22-884c-20bd02b12425,DR-4882-IN,4882,IN,DR,Major Disaster,2025-07-22,2025,7,July,3,2025-07,2025,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Switzerland (County),5,Region 5,2025-03-30,2025-04-09,,0,0,1,0,0,18,155,99155,25073,,2025050801,"2,W,F,T",2025-07-23 04:01:31.405
65b39b41-b0c5-4a14-8fcc-ba6b936b0572,FM-5593-NM,5593,NM,FM,Fire Management Assistance,2025-06-21,2025,6,June,2,2025-06,2025,Fire,DESERT WILLOW FIRE COMPLEX,Valencia (County),6,Region 6,2025-06-21,2025-07-28,,0,0,1,1,0,35,61,99061,25086,,2025062303,R,2026-01-06 18:41:16.204
60b8dd83-b6f9-415e-8c7e-1f82286b9617,DR-4875-KY,4875,KY,DR,Major Disaster,2025-05-23,2025,5,May,2,2025-05,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",Carlisle (County),4,Region 4,2025-05-16,2025-05-17,,0,0,1,0,0,21,39,99039,25068,2025-08-22,2025051601,"2,M,W,F,T",2025-07-25 12:41:37.422
57aac14f-46ef-44ea-90ce-2f7717633da4,DR-4869-KS,4869,KS,DR,Major Disaster,2025-05-21,2025,5,May,2,2025-05,2025,Severe Storm,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES",Pawnee (County),7,Region 7,2025-03-14,2025-03-19,,0,0,1,0,0,20,145,99145,25051,,2025040103,"2,5,R,W,F,T",2025-05-23 14:21:09.970
feceaaa8-83ea-49a1-8cc5-bfaca46a4280,DR-4873-AR,4873,AR,DR,Major Disaster,2025-05-21,2025,5,May,2,2025-05,2025,Flood,"SEVERE STORMS, TORNADOES, AND FLOODING",Cross (County),6,Region 6,2025-04-02,2025-04-22,,0,0,1,0,0,5,37,99037,25061,2025-07-22,2025050301,"W,F,T",2025-05-23 12:21:20.885
2484592d-b872-405b-8f73-46b1f9998bd0,FM-5582-NC,5582,NC,FM,Fire Management Assistance,2025-05-03,2025,5,May,2,2025-05,2025,Fire,SUNSET DRIVE FIRE,Brunswick (County),4,Region 4,2025-05-02,,,0,0,1,1,0,37,19,99019,25062,,2025050401,R,2025-05-05 13:41:29.333
e39d9d58-9d1b-401d-9500-4bca631f1d65,DR-4864-KY,4864,KY,DR,Major Disaster,2025-04-24,2025,4,April,2,2025-04,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",Lewis (County),4,Region 4,2025-04-02,2025-05-16,,0,0,1,0,0,21,135,99135,25049,2025-07-25,2025040102,"2,M,W,F,T",2025-07-23 23:21:32.882
5cb64312-375f-43f2-a232-7b3c9f2a73e3,EM-3627-AR,3627,AR,EM,Emergency,2025-04-05,2025,4,April,2,2025-04,2025,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",Columbia (County),6,Region 6,2025-04-02,2025-04-22,,0,0,1,0,0,5,27,99027,25047,,2025033101,"W,F,T",2025-06-20 17:41:56.161
5e132750-3f9a-48a2-b258-fbc1ccbc1695,EM-3626-KY,3626,KY,EM,Emergency,2025-04-03,2025,4,April,2,2025-04,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Bath (County),4,Region 4,2025-04-02,2025-05-16,2026-05-28,0,0,1,0,0,21,11,99011,25046,,2025040102,"2,W,F,T",2026-06-02 17:01:26.423
53b7b24f-e68d-4716-8cb6-a9807978f041,EM-3626-KY,3626,KY,EM,Emergency,2025-04-03,2025,4,April,2,2025-04,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Monroe (County),4,Region 4,2025-04-02,2025-05-16,2026-05-28,0,0,1,0,0,21,171,99171,25046,,2025040102,"2,W,F,T",2026-06-02 17:01:26.423
30747e38-cd65-4dfb-8e42-a5b391bc6a79,EM-3625-TN,3625,TN,EM,Emergency,2025-04-02,2025,4,April,2,2025-04,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Greene (County),4,Region 4,2025-04-02,2025-04-24,2025-09-09,0,0,1,0,0,47,59,99059,25044,,2025040102,"2,W,F,T",2025-09-10 13:01:08.919
c36ae753-d9df-4e8e-9cb9-fa90d63196ac,EM-3625-TN,3625,TN,EM,Emergency,2025-04-02,2025,4,April,2,2025-04,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Marshall (County),4,Region 4,2025-04-02,2025-04-24,2025-09-09,0,0,1,0,0,47,117,99117,25044,,2025040102,"2,W,F,T",2025-09-10 13:01:08.919
ebc3bbca-9388-4420-9e24-32fa3696daf5,DR-4860-KY,4860,KY,DR,Major Disaster,2025-02-24,2025,2,February,1,2025-02,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",Spencer (County),4,Region 4,2025-02-14,2025-03-07,,0,0,1,1,0,21,215,99215,25010,2025-05-25,2025021401,"2,M,W,F",2025-04-21 12:41:21.429
972e4854-1950-4c56-aa0a-0a58e1fb4695,EM-3624-KY,3624,KY,EM,Emergency,2025-02-16,2025,2,February,1,2025-02,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",Whitley (County),4,Region 4,2025-02-14,2025-03-07,2025-08-18,0,0,1,0,0,21,235,99235,25008,,2025021401,"2,M,W,F",2025-12-16 19:21:17.070
aa68dd56-9faa-4073-b267-55d150d4922b,EM-3624-KY,3624,KY,EM,Emergency,2025-02-16,2025,2,February,1,2025-02,2025,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",Nicholas (County),4,Region 4,2025-02-14,2025-03-07,2025-08-18,0,0,1,0,0,21,181,99181,25008,,2025021401,"2,M,W,F",2025-12-16 19:21:17.070
ae2c69a4-9e9d-4bbc-a7e4-adecc01759f3,FM-5548-CA,5548,CA,FM,Fire Management Assistance,2024-12-10,2024,12,December,4,2024-12,2025,Fire,FRANKLIN FIRE,Los Angeles (County),9,Region 9,2024-12-10,2024-12-18,,0,0,1,1,0,6,37,99037,24204,,2024121001,R,2025-02-07 16:01:33.129
4a635a64-8eea-4396-9c5e-c5e91932b99c,DR-4848-KY,4848,KY,DR,Major Disaster,2024-11-26,2024,11,November,4,2024-11,2025,Tropical Storm,REMNANTS OF HURRICANE HELENE,Clay (County),4,Region 4,2024-09-27,2024-09-30,,0,0,1,1,0,21,51,99051,24189,,2024092301,"2,4,M,W,F,H",2025-03-25 15:35:55.159
5f8cd381-714f-4209-bbb7-1204079eaa73,DR-4834-FL,4834,FL,DR,Major Disaster,2024-10-11,2024,10,October,4,2024-10,2025,Hurricane,HURRICANE MILTON,Nassau (County),4,Region 4,2024-10-05,2024-11-02,,0,0,1,1,0,12,89,99089,24180,2025-01-07,2024100501,"F,H",2024-11-22 15:21:13.662
f08bc458-538e-4b2e-8d5a-4fd797f6ebe2,EM-3622-FL,3622,FL,EM,Emergency,2024-10-07,2024,10,October,4,2024-10,2025,Hurricane,HURRICANE MILTON,Pinellas (County),4,Region 4,2024-10-05,2024-11-02,2024-12-16,0,0,1,0,0,12,103,99103,24177,,2024100501,"8,H",2025-12-16 19:21:17.070
501ced58-1259-42e2-96ee-c08e66c2acaa,DR-4830-GA,4830,GA,DR,Major Disaster,2024-09-30,2024,9,September,3,2024-09,2024,Hurricane,HURRICANE HELENE,Wheeler (County),4,Region 4,2024-09-24,2024-10-30,,1,0,1,1,0,13,309,99309,24171,2025-02-07,2024092301,"4,H",2025-01-07 19:02:12.196
4ed17b25-17f3-4fa6-812b-3e342cddeb0e,DR-4830-GA,4830,GA,DR,Major Disaster,2024-09-30,2024,9,September,3,2024-09,2024,Hurricane,HURRICANE HELENE,Crisp (County),4,Region 4,2024-09-24,2024-10-30,,0,0,1,1,0,13,81,99081,24171,2025-02-07,2024092301,"4,H",2025-01-07 19:02:12.196
f1ef44b8-7f28-4901-b807-542d08a159c6,EM-3621-VA,3621,VA,EM,Emergency,2024-09-29,2024,9,September,3,2024-09,2024,Tropical Storm,POST-TROPICAL CYCLONE HELENE,Dickenson (County),3,Region 3,2024-09-25,2024-10-03,,0,0,1,0,0,51,51,99051,24168,,2024092301,4,2024-11-01 14:43:32.993
08413424-9dad-4ad2-84cd-87a349479955,DR-4828-FL,4828,FL,DR,Major Disaster,2024-09-28,2024,9,September,3,2024-09,2024,Hurricane,HURRICANE HELENE,Bradford (County),4,Region 4,2024-09-23,2024-10-07,,1,0,1,1,0,12,7,99007,24167,2025-01-07,2024092301,H,2024-11-22 15:21:13.662
29b522b1-0c62-4baa-9b77-9a6ecd5642de,EM-3618-AL,3618,AL,EM,Emergency,2024-09-26,2024,9,September,3,2024-09,2024,Hurricane,HURRICANE HELENE,Washington (County),4,Region 4,2024-09-22,2024-09-29,2026-01-21,0,0,1,0,0,1,129,99129,24163,,2024092301,"4,W,H,T",2026-01-27 17:21:12.232
e75f5eef-cd0c-4863-a3b8-92971d5bd692,EM-3618-AL,3618,AL,EM,Emergency,2024-09-26,2024,9,September,3,2024-09,2024,Hurricane,HURRICANE HELENE,Mobile (County),4,Region 4,2024-09-22,2024-09-29,2026-01-21,0,0,1,0,0,1,97,99097,24163,,2024092301,"4,W,H,T",2026-01-27 17:21:12.232
7dcaea71-8b6c-45ea-a62b-32fd9be03111,EM-3619-SC,3619,SC,EM,Emergency,2024-09-26,2024,9,September,3,2024-09,2024,Tropical Storm,HURRICANE HELENE,Fairfield (County),4,Region 4,2024-09-25,2024-10-07,2025-01-31,0,0,1,0,0,45,39,99039,24164,,2024092301,"4,M,F,H,T",2025-03-25 15:35:55.159
fa600b93-d3ba-4009-bb9a-70ab9bba413b,EM-3616-GA,3616,GA,EM,Emergency,2024-09-26,2024,9,September,3,2024-09,2024,Tropical Storm,HURRICANE HELENE,Pierce (County),4,Region 4,2024-09-24,2024-10-30,2025-03-04,0,0,1,0,0,13,229,99229,24161,,2024092301,"4,H",2025-12-16 19:01:05.873
db378eb7-cd68-4ef2-b756-11eff44afe20,EM-3616-GA,3616,GA,EM,Emergency,2024-09-26,2024,9,September,3,2024-09,2024,Tropical Storm,HURRICANE HELENE,Lowndes (County),4,Region 4,2024-09-24,2024-10-30,2025-03-04,0,0,1,0,0,13,185,99185,24161,,2024092301,"4,H",2025-12-16 19:01:05.873
00aaaf3a-a01f-4f8f-b43d-fc114298f31e,EM-3616-GA,3616,GA,EM,Emergency,2024-09-26,2024,9,September,3,2024-09,2024,Tropical Storm,HURRICANE HELENE,Harris (County),4,Region 4,2024-09-24,2024-10-30,2025-03-04,0,0,1,0,0,13,145,99145,24161,,2024092301,"4,H",2025-12-16 19:01:05.873
08407af5-9d34-43d0-a2f9-e4d2fedeaf4f,EM-3615-FL,3615,FL,EM,Emergency,2024-09-24,2024,9,September,3,2024-09,2024,Tropical Storm,TROPICAL STORM HELENE,Sumter (County),4,Region 4,2024-09-23,2024-10-07,2025-01-14,0,0,1,0,0,12,119,99119,24158,,2024092301,"2,4,W,F",2025-08-04 14:21:28.354
d3c5add7-46fb-43ab-bb9e-c268baf26ed3,DR-4819-IL,4819,IL,DR,Major Disaster,2024-09-20,2024,9,September,3,2024-09,2024,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODNG",Will (County),5,Region 5,2024-07-13,2024-07-16,,1,0,0,1,0,17,197,99197,24135,2024-12-13,2024072503,"2,W,F,T",2025-03-25 15:35:55.159
bcfc50a6-fbea-4ccc-9dd9-860ce28cc9f5,EM-3614-LA,3614,LA,EM,Emergency,2024-09-10,2024,9,September,3,2024-09,2024,Hurricane,TROPICAL STORM FRANCINE,Bienville (Parish),6,Region 6,2024-09-10,2024-09-12,,0,0,1,0,0,22,13,99013,24148,,2024090902,"4,W,H,T",2025-03-25 15:35:55.159
5c322878-c0bd-491d-9f2b-1d4d96cd0cb0,DR-4808-NE,4808,NE,DR,Major Disaster,2024-08-20,2024,8,August,3,2024-08,2024,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Saunders (County),7,Region 7,2024-05-20,2024-06-03,,0,0,1,1,0,31,155,99155,24101,,2024061303,"2,W,F,T",2025-03-25 15:35:55.159
068ce9f6-ff27-4f67-835f-7e590270d7c4,EM-3610-PR,3610,PR,EM,Emergency,2024-08-13,2024,8,August,3,2024-08,2024,Severe Storm,TROPICAL STORM ERNESTO,Vega Alta (Municipio),2,Region 2,2024-08-13,2024-08-16,,0,0,1,0,0,72,143,99143,24124,,2024080901,"4,M,W,Z,F",2026-04-27 18:01:29.390
0b1b6406-f4e0-41de-9df9-0e8e3a0da649,DR-4806-FL,4806,FL,DR,Major Disaster,2024-08-10,2024,8,August,3,2024-08,2024,Tropical Storm,HURRICANE DEBBY,St. Johns (County),4,Region 4,2024-08-01,2024-08-27,,0,0,1,1,0,12,109,99109,24120,2024-11-12,2024072801,"4,H",2024-10-07 11:42:26.001
17a34e12-9072-43c2-b1b2-3c15599797e3,EM-3608-NC,3608,NC,EM,Emergency,2024-08-06,2024,8,August,3,2024-08,2024,Tropical Storm,TROPICAL STORM DEBBY,Northampton (County),4,Region 4,2024-08-05,2024-08-19,,0,0,1,0,0,37,131,99131,24114,,2024072801,4,2024-08-27 18:22:14.800
57a02cca-65be-4825-b78d-ee57ffbcd5fb,EM-3608-NC,3608,NC,EM,Emergency,2024-08-06,2024,8,August,3,2024-08,2024,Tropical Storm,TROPICAL STORM DEBBY,Currituck (County),4,Region 4,2024-08-05,2024-08-19,,0,0,1,0,0,37,53,99053,24114,,2024072801,4,2024-08-27 18:22:14.800
adbeec01-99d4-48fd-8f2b-1df0357f84dd,EM-3606-SC,3606,SC,EM,Emergency,2024-08-05,2024,8,August,3,2024-08,2024,Tropical Storm,HURRICANE DEBBY,Lexington (County),4,Region 4,2024-08-04,2024-08-22,2026-01-21,0,0,1,0,0,45,63,99063,24109,,2024072801,"4,F,H",2026-02-10 19:41:13.891
ed6bcdc6-ebd8-47ff-88dc-a9d13c777817,EM-3605-FL,3605,FL,EM,Emergency,2024-08-03,2024,8,August,3,2024-08,2024,Tropical Storm,TROPICAL STORM DEBBY,Columbia (County),4,Region 4,2024-08-01,2024-08-27,2024-12-16,0,0,1,0,0,12,23,99023,24108,,2024072801,"2,4,8,C,W,F,T",2025-03-25 15:35:55.159
2e3cd736-1dd6-4380-ba58-874afd941837,FM-5517-WA,5517,WA,FM,Fire Management Assistance,2024-07-23,2024,7,July,3,2024-07,2024,Fire,WEST WHITE SWAN FIRE,Yakima (County),10,Region 10,2024-07-22,2024-07-28,,0,0,1,1,0,53,77,99077,24094,,2024072302,R,2025-06-03 16:21:20.038
1a695c59-fec0-455c-ba0f-42cb087a89dd,DR-4801-MT,4801,MT,DR,Major Disaster,2024-07-18,2024,7,July,3,2024-07,2024,Severe Storm,SEVERE WINTER STORM AND FLOODING,Rocky Boy'S Indian Reservation,8,Region 8,2024-05-06,2024-05-09,,0,0,1,1,0,30,0,63925,24078,,2024052802,"5,W,F",2025-03-25 15:35:55.159
c41af707-dcb3-4a18-836a-0707623e57e4,DR-4798-TX,4798,TX,DR,Major Disaster,2024-07-09,2024,7,July,3,2024-07,2024,Hurricane,HURRICANE BERYL,Grimes (County),6,Region 6,2024-07-05,2024-07-09,,0,0,1,1,0,48,185,99185,24081,2024-10-10,2024070302,H,2024-08-27 18:22:14.800
cd4df29e-37e6-45b8-ac5c-8ae86e6c8f3d,DR-4797-MN,4797,MN,DR,Major Disaster,2024-06-28,2024,6,June,2,2024-06,2024,Flood,SEVERE STORMS AND FLOODING,Houston (County),5,Region 5,2024-06-16,2024-07-04,,0,0,1,1,0,27,55,99055,24076,2024-10-27,2024062801,"W,F",2025-03-25 15:35:55.159
b6adc444-9726-4747-995b-597c2c88862b,FM-5497-NM,5497,NM,FM,Fire Management Assistance,2024-06-17,2024,6,June,2,2024-06,2024,Fire,SOUTH FORK FIRE,Otero (County),6,Region 6,2024-06-17,,2025-06-05,0,0,1,1,0,35,35,99035,24067,,2024061801,R,2025-06-05 12:41:15.520
f7cf041c-75a0-4ded-bc31-e634b8d32ca6,DR-4784-IA,4784,IA,DR,Major Disaster,2024-05-24,2024,5,May,2,2024-05,2024,Severe Storm,"SEVERE STORMS, TORNADOES, AND FLOODING",Muscatine (County),7,Region 7,2024-05-20,2024-05-31,,0,0,1,1,0,19,139,99139,24046,2024-08-23,2024052102,"W,F,T",2025-03-25 15:35:55.159
df4ce900-6f7f-447a-93bc-c9f738eeab48,DR-4781-TX,4781,TX,DR,Major Disaster,2024-05-17,2024,5,May,2,2024-05,2024,Flood,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Gonzales (County),6,Region 6,2024-04-26,2024-06-05,,0,0,1,1,0,48,177,99177,24043,2024-08-15,2024042701,W,2024-08-27 18:22:14.800
c4f281ff-1f2f-4ccc-ad30-9ab6a9d64794,DR-4779-IA,4779,IA,DR,Major Disaster,2024-05-14,2024,5,May,2,2024-05,2024,Tornado,SEVERE STORMS AND TORNADOES,Mills (County),7,Region 7,2024-04-26,2024-04-27,,1,0,0,1,0,19,129,99129,24037,2024-08-23,2024042902,T,2024-08-27 18:22:14.800
a057f1ac-cc1d-4ebe-b46e-fab4292133b7,DR-4774-KS,4774,KS,DR,Major Disaster,2024-04-28,2024,4,April,2,2024-04,2024,Winter Storm,SEVERE WINTER STORM,Ottawa (County),7,Region 7,2024-01-08,2024-01-16,,0,0,1,1,0,20,143,99143,24032,,2024041101,5,2024-08-27 18:22:14.800
fa91bd12-05d4-452e-a665-13168226216b,DR-4761-NH,4761,NH,DR,Major Disaster,2024-02-27,2024,2,February,1,2024-02,2024,Severe Storm,SEVERE STORM AND FLOODING,Carroll (County),1,Region 1,2023-12-17,2023-12-21,,0,0,1,1,0,33,3,99003,24010,,2023121901,"W,F",2025-03-25 15:35:55.159
2d201e5d-7076-4496-8f88-deff6ea9f80f,DR-4750-CA,4750,CA,DR,Major Disaster,2023-11-21,2023,11,November,4,2023-11,2024,Hurricane,TROPICAL STORM HILARY,Kern (County),9,Region 9,2023-08-19,2023-08-21,,0,0,1,1,0,6,29,99029,23125,,2023081703,"4,M,F,H",2025-03-25 15:35:55.159
a2c1293e-83cd-496d-8011-d9a4dbcf4f00,DR-4741-MO,4741,MO,DR,Major Disaster,2023-09-21,2023,9,September,3,2023-09,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",Clark (County),7,Region 7,2023-07-29,2023-08-14,,0,0,1,1,0,29,45,99045,23118,,2023081101,"W,F,T",2025-03-25 15:35:55.159
